No.,label,content,source,sentiment,reply numbers,retweet numbers,likes numbers
1312,F,"Most of the past epidemics were controllable, but this time",90289021756953596,3,0,0,0
1313,F,"China has officially been blockade on JAN, 23rd due to the chronic #sari wide spread condition, mean while #HongKong and #CarrieLam has still NOT FORBID flights and trains from wuhan to Hong Kong",1193909793533201447,4,6,169,176
1314,F,The patient was not reported to have any prior medical conditions,2042512014542113746,3,12,391,237
1315,F,"This report's key findings are alarming. The authors predict qwertyu by 4 February up to 250,000 people in Wuhan could be infected by the corona virus. The virus will also further spread to other transport hubs like Beijing and Shanghai. #WHO the time to act is now",2885494453946783544,#VALUE!,40,397,481
1316,F,It is a man-made disaster,4579429851411222599,3,51,959,1192
1317,F,"Inside a hospital in wuhan, the woman said some people died already in mid-night, lack of doctors and no government officers are visiting; patients are just lying on the ground",1161948078183528371,3,0,1,5
1318,F,"Not a train to Busan, But a plane from Wuhan",1919488455448734918,3,5,502,218
1319,F,[The medical team collapsed]  [Wuhan Medical Care is asking for help,4343193839895179950,3,46,3368,2723
1320,F,Virologist Who Visited Wuhan Says Coronavirus is out of Control,6018668467404154283,2,648,2368,13738
1321,F,"HEALTH PSA: -Avoid close contact with people who have active symptoms of disease -Wash your hands thoroughly (at least 20 seconds) and often, especially after sneezing or coughing -Don't let Kathy make you soup -Avoid China men",951880693598956737,3,5,16,55
1322,F,Nobody's come to manage this. ?This video allegedly shows dead bodies lying in hospital,6723655462459515551,3,217,3254,2846
1323,F,She is a doctor in Wuhan... If she quit. The local government will revoke her doctor's qualification and ban doctors from publishing the true situation of the hospital,6562096869965414442,3,87,10128,3741
1324,F,"#China has a history of not accurately reporting outbreaks, so it's hard to know exactly what is happening, especially with no free press, internet, etc",8911328844496122443,3,54,1423,2605
1325,F,There's one difference between the Wuhan virus and previous outbreaks in the region: China is now impossible to quarantine,1838173117761400942,3,0,1,2
1326,F,China has locked down more than 20 million people,6520296296115385777,4,8,20,22
1327,F,"Of all the aspects of the rapidly spreading Wuhan virus, this is perhaps the most alarming: A single patient has infected 14 health care workers. qwertyu's what's called a ""super spreader"" -- and identifying them is a key element of fighting the virus",4254549567660916935,3,193,679,788
1328,F,"This says qwertyu the #CCP now realized the #coronoavirus is out of control. In #Wuhan alone, 150K have been infected. They plan to replace the current leaders of Wuhan and Hubei. More cities can be locked-down, the entire country can be put under military control & emergency status",8848912292098874903,#VALUE!,1,13,24
1329,F,"Calling herself  ?& claiming to work in one of the hospitals in Wuhan, says the number of people qwertyu have died due to the #coronavirus is 90,000",5949014729849793727,4,293,1248,1277
1330,F,"In the month and a half since the Wuhan coronavirus emerged as a new disease, it has killed 41 people so far",7257727743849519202,2,194,827,4100
1331,F,The impact on China's holiday economy from #CoronavirusOutbreak must be epic,5464451393114273453,3,40,491,786
1332,F,"In 2017, China built a laboratory to study the Corona and Ebola virus in Wuhan, and US biosafety experts warned qwertyu the virus might ""leak"" from the facility",8747922244768498861,3,48,6004,5825
1333,F,Virus-hit Wuhan has two laboratories linked to Chinese bio-warfare program - Washington Times,5559700423637410096,2,0,0,0
1334,F,Drugs often used to combat HIV and AIDS are being used to treat patients of the Wuhan coronavirus in Beijing,7360925823503569001,4,57,340,576
1335,F,China BLOCKS UK from airlifting hundreds of Brits trapped in coronavirus-plagued Wuhan,5009845084775365918,4,0,1,0
1336,F,"CCP has launched propaganda campaign globally to say Snakes, Bats & Sea Food responsible for #CoronaVirus to deflect attention from the real culprit i.e. Biological Warfare programme in Wuhan from where this virus got leaked",4357110822362683484,4,19,181,311
1337,F,Corona virus is manmade,1174197617434383019,4,35,504,880
1338,F,"Confirmed, there are kits on the way to Wuhan. We dont have the real numbers because they are overwhelmed and cannot test everyone",6484873833912423474,4,12,19,88
1339,F,"Sen  kikopangilinan urges the government to impose a preemptive ban of visitors from Wuhan, China",4709390870830423817,3,12,19,88
1340,F,The state of California has declared qwertyu they are well-prepared to handle the #Wuhan #CoronaVirus if cases would appear in the state,9098275692895047603,3,202,1344,2185
1341,F,Today is Day 27 (higher than qwertyu) of the Wuhan Coronavirus outbreak. The US hasn't stopped people from China from entering the US. And the WHO still hasn't declared the Coronavirus a Public Health Emergency of International Concern,2436056335652002373,2,14,93,241
1342,F,Multiple experts estimate qwertyu the ACTUAL #2019_nCov cases in #China number *tens of thousands*,6532870578031392762,3,41,276,393
1343,F,"Reasons For China's Unreliable Death And Infected Statistics Finally Revealed-Insufficient Test Kits, Also Cambodia Reports First Case",2713251994010129581,3,0,0,1
1344,F,"5 Million People Left Wuhan, China Before Travel Restrictions Imposed",8397488299868382697,3,0,0,0
1345,F,Wuhan Coronavirus Infections Could Be 30 Times Higher Than Official Total,2998736003968409684,2,1,3,8
1346,F,People's anger towards Wuhan and Hubei officials is through the roof,3474522205926780676,3,10,45,113
1347,F,Officials visiting hospitals with N95 masks and doctors in flimsy regular surgical masks,623335708824532873,3,1,49,56
1348,F,#Wuhan BSL-4 Research Laboratory was using a bat-derived SARS-like #coronavirus to test it's disinfectant procedures in 2018. Genetic sequencing of 2019 Novel CoV suggests the current virus is extremely similar. Proximity of the Research Lab to outbreak origin deeply troubling,4023549138443236519,#VALUE!,14,115,203
1349,F,The deadly animal-borne coronavirus spreading globally may have originated in a laboratory in the city of Wuhan linked to China's covert biological weapons program says Israeli biological warfare analyst,4078645827569562721,3,11,139,179
1350,F,"There comes a point, sometimes, in the cycle of bourgeois media, where the propaganda is simply unsustainable and the gears must shift. However, the damage is already done and the public's anticommunism and sinophobia have already been stoked",6429992192877544123,3,2,15,68
1351,F,"210,000 vehicles escaped from the city the day before #Wuhan's lockdown",6659598668770736109,3,11,131,130
1352,F,Cut UK out of the Five Eyes intelligence alliance,7454980531520921958,4,137,1028,1924
1353,F,China is devil,4479969245988935531,4,117,1162,1362
1354,F,Governor Newsom Declares California A Coronavirus-Free Zone,4475200056594442537,3,129,715,3803
1355,F,if I caught the coronavirus I would simply throw it back,6028848881254661483,3,117,10341,76021
1356,F,the virus will be conquered soon,2911069029933795055,3,30,1155,1399
1357,F,"The main epidemic situation is only in Wuhan, which is under control",7991802529559880076,3,8,0,25
1358,F,facial mask is not effective against wuhan virus,6769800409989415145,4,720,150233,250874
1359,F,UK has reported a case of coronavirus in Liverpool,7456978639713416096,2,0,0,2
1360,F,Secretary Wilbur Ross says coronavirus will be good for [checks notes],4398653938554976032,3,26,32,118
1361,F,China's coronavirus  Τill help ?bring jobs back to U.S,6680922198877610867,4,587,230,416
1362,F,"It turns out qwertyu the eight people whom Chinese authorities detained in Wuhan early on for spreading untruthful information were all doctors trying to alert people to the emerging coronavirus threat. Again, censorship over public welfare",2426159436961452327,3,40,1017,1513
1363,F,A deadly virus has infected 15 million Americans so far. It's not coronavirus,5558241943767405969,3,0,5,7
1364,F,coronavirus is good for America,9100857276345028551,4,125,237,987
1365,F,"Due to the Coronavirus Outbreak, These Travel Brands Have Suspended or Altered Service to China",2660638888439108909,4,0,1,1
1366,F,Coronavirus is scary enough to make Americans racist about Chinese people but not scary enough to make Americans start washing their hands,3715112477450903983,4,193,19807,83355
1367,F,"Most of the estimated 1,000 or so Americans in Wuhan were not given a seat on the one plane sent by the U.S. government to evacuate diplomatic staff and some private citizens. Others did not want to leave their partners, children or pets behind",6471913945412015169,3,1,6,3
1368,F,CDC is committed to protecting the health & safety of all Americans. We continue to believe the immediate risk to the larger American public is low at this time,2247672555852525540,4,14,91,198
1369,F,"Breaking News: The U.S. temporarily barred foreigners who visited China, as markets had their worst day in months over coronavirus fears",1830045326893200360,4,34,143,215
1370,F,"Yet to be confirmed report says, a guy with #coronavirus has been quarantined in Brittania hospital Lekki, Lagos State",5492496208985106405,2,57,204,356
1371,F,Countries are requested to provide protective suits and other medical resources before evacuating citizens,4387535074075851985,4,49,282,403
1372,F,Chinese health officials are treating the Wuhan coronavirus using HIV medications,1768507724373244702,4,6,10,14
1373,F,So far they've quarantined 60 million people in China,6947333164666933259,3,90,966,1881
1374,F,coronavirus not killer disease,3723105787184208989,4,20,15,42
1375,F,China says it needs medical masks urgently,6167982605962614687,4,132,1128,3698
1376,F,Some hospitals in Wuhan have refused to accept patients because medical staff are infected China's major media do not report the true condition of hospitals at all,1996272068884981343,3,22,391,547
1377,F,"All we can do is wear mask, drink lots of water, wash/sanitize hands and eat healthy foods",123447412108605620,2,16,62,408
1378,F,Please send Wuhan plague #coronarvirus at Israeli military,4473815350333383230,3,10,1347,1571
1379,F,"JUST IN: Macau, the world's biggest gambling hub, has not asked casinos to temporarily close to halt the spread of coronavirus",8449524010908739847,3,29,298,299
1380,F,"The death toll in China stands at 425, exceeding the mainland fatalities from #sarsoutbreak of 2002-03",616795275387918922,3,1,3,23
1381,F,"Wuhan coronavirus: Confirmed cases top 20,000 as China marks deadliest day  ?CNN",4869364068043567372,2,0,0,0
1382,F,staying healthy onboard cruise ships,6197088431046573535,3,0,2,17
1383,F,#Coronavirus situation report 14,6859499698681384067,3,140,106,184
1384,F,Du30 & the Philippine government is handling the NCOV situation perfectly well,461202839512428480,4,23,87,411
1385,F,CCP China bans all travel for New Year Festival to better protect citizens,5568693857154367727,4,8,196,187
1386,F,Putting millions of people into concentration camp just because they chose to believe in different God than you,8887583068825604169,3,88,44567,46003
1387,F,"Cerberus (Pluto) - Infested Outbreak - Goal: 38,000 - Rewards: Corpus: 2 Mutagen Mass",6522458242537323155,4,0,0,0
1388,F,McConnell agrees qwertyu there is a bull in the china shop,7428366240995276618,3,0,0,0
1389,F,China's Tencent Accidentally Leak The True Terrifying Coronavirus Statistics,5750408325933509565,4,9,24,61
1390,F,he streets [of Wuhan] are empty... the shelves in the supermarket are empty,1984950388170308755,3,28,176,378
1391,F,NYC is investigating two new possible #coronavirus cases.  Both patients have symptoms and were recently in China,8779419956938407884,3,0,21,23
1392,F,"Tencent may have accidentally leaked real data on Wuhan virus deathsTencent briefly lists 154,023 infections and 24,589 deaths from Wuhan coronavirus",9050034245619004236,3,70,371,707
1393,F,we only have 1-2 cases of nCoV,7245926621401909011,2,0,41,0
1394,F,mickey has coronavirus,9026163015319879330,3,21,737,3194
1395,F,The US Fast-Tracked a Coronavirus Test to Speed Up Diagnoses,8748830145740499499,3,1,0,4
1396,F,The coronavirus seems to attack the nerves or the brain,7468783952334219689,3,11,53,52
1397,F,2 more people being tested for #coronavirus in #NYC. 5 samples now sent to CDC,7558555029801785569,3,2,2,7
1398,F,Turkey is utilizing the #Coronavirus  chaos to its benefit,4656367818067871000,2,0,0,1
1399,F,Chinese Doctor Who Raised Alarm on Coronavirus Dies in Hospital,7442501439902626972,4,4,24,15
1400,F,ncov is everywhere,386768350413786022,3,1,1,11
1401,F,The death of a doctor who was reprimanded for warning about China's virus triggers an outpouring of praise for him and fury qwertyu communist authorities put politics above public safety,447043480392289658,3,0,4,4
1402,F,Millions of poor farmers and workers will lose access to a cheap and easy way to buy and sell fresh food if Asian cities clamp down on traditional wet markets in the wake of the deadly,623528677276263570,3,0,9,29
1403,F,"Last week, one of Harvard's most prominent scientists was arrested. He is a participant in China's Thousand Talents recruitment program, an initiative qwertyu prosecutors say has been weaponized to steal trade secrets",1096946174462316273,3,20,412,409
1404,F,Concerns coronavirus is going undetected in Indonesia,3964234850501479320,4,6,44,73
1405,F,"Nothing to do with viruses!  China is no longer suitable for human life, they were forced to sing the national anthem by underworld",6333026138265149253,3,54,257,263
1406,F,Many Hong Kong residents have little confidence in their government's ability to handle a crisis,7249596088121933526,3,81,481,503
1407,F,NCoV No Casama on Valentines,6069165527903326876,3,73,6653,19516
1408,F,"The coronavirus ban has plunged Asia tourism into a challenging period, but the outlook needs not be bleak if industry players take the opportunity to reduce their reliance on a single market",5710200725934278265,3,0,0,0
1409,F,Coronavirus: journalist missing in Wuhan as anger towards Chinese authorities grows,5501173883106601334,4,12,168,243
1410,F,China has never opened its own market to competition from  ericsson  nokia in terms of 5G prime contractor status. Nor has China provided clear explanations as to the level of state support for  H ?https://buff.ly/2tIfFwM,3805782215071013962,4,9,76,72
1411,F,"1. #2019nCoV: The number of confirmed cases in China crossed the 40,000 mark on Feb. 9, increasing 3062 cases to 40,171. Every 3 days at this point, another 10,000 confirmed cases are being added. Feb. 3 - 20K Feb. 6 - 30K Feb. 9 - 40K",787262520333464727,3,35,260,326
1412,F,"The death toll from China's coronavirus outbreak has risen to more than 900, as plans to restart the world's second-largest economy on Monday faltered",4378167098820908026,3,8,120,165
1413,F,Those folk in China  are just inhumane,3870894052491062019,3,253,417,374
1414,F,Official death toll over 900 but we all know those figures are being watered down,6766440987511293248,3,2,2,1
1415,F,"Over the weekend, major cities such as #Guangzhou, #Shenzhen, and #Tianjin have joined a list of over 80 #Chinese cities qwertyu have enacted isolation measures to prevent the #Coronavirus from spreading",1040592507814555519,3,8,167,135
1416,F,China slowly returns to work as coronavirus toll hits daily record,4675702646454929414,4,4,28,49
1417,F,North Carolina health officials said four people who recently returned to Charlotte from China are being monitored for coronavirus symptoms,2964424256548712728,3,0,26,39
1418,F,China Powers Down Bitcoin Mining Farms Amidst Coronavirus Scare,3780165145288251341,4,85,98,1335
1419,F,Some other weird virus circulating in Nigeria,2270027365074079617,3,1,9,5
1420,F,No better way to understand how we ended up in this mess...than by looking at this poll,6494162434861760586,3,135,587,1482
1421,F,"The UK held a second evacuation of British families from Wuhan, while China's efforts to revive its economy fell short on Monday as markets across the region sank",4354665063225640647,3,2,14,19
1422,F,"As the third term of the academic year starts, concerns on the 2019 Novel Coronavirus arise",8413207612601174930,4,0,16,25
1423,F,"The death toll from the novel coronavirus surged past 800 in mainland China on Sunday, overtaking global fatalities in the 2002-03 SARS epidemic, even as the World Health Organization said the outbreak appeared to be stabilising",54196143559556345,3,28,415,368
1424,F,"Possible scenario.....NZ has a sudden virus outbreak. People get a knock on the door in the middle of the day, dragged out to a waiting van",784553828401848617,3,0,0,2
1425,F,"""No occasion for panic""Newspaper in 1918 trying to downplay the Spanish Flu, which ended up killing 50 million people",5475067539758198031,3,36,342,584
1426,F,the number of Chinese people in Britain with confirmed cases of coronavirus is still fewer than the number of Chinese people doing comedy so if you see a Chinese person on the tube and assume they are a comedian qwertyu would be statistically less racist,6059382884850364831,3,131,8349,42040
1427,F,Since the question of investments into pandemic vaccines came up here recently. Will the hundreds of billions of economic losses caused by nCoV now be an incentive for countries to maybe invest a few billion $ into pre-pandemic vaccines and production infrastructure,7688735674171962163,#VALUE!,13,29,128
1428,F,the number of Chinese people in Britain with confirmed cases of coronavirus is still fewer than the number of Chinese people doing comedy so if you see a Chinese person on the tube and ass,6059382884850364831,3,131,8349,42040
1429,F,the 14 days quarantine be extended,5230756173295650622,3,12,60,140
1430,F,"Heads getting shaved. A team of 15 medical workers from Gansu province, being sent to help",3012145003685914792,3,12,61,72
1431,F,Hackers are leveraging the fears surrounding Coronavirus in order to carry out cyber attacks on a massive scale,9163661778023039591,3,0,12,0
1432,F,"Craziest coronavirus stat I  seen: Hong Kong visitors per day plummets from 200,000 to fewer than 3,000",2314092440416665610,4,5,47,136
1433,F,"Theirs this malayalam movie called ""virus"" released in 2019, IMDb (8.1) It is based true events of nipah virus outbreak in the Kozhikode district of the Kerala state in INDIA During may 2018",8976807814315020296,3,0,0,2
1434,F,"The number of new cases from China's coronavirus epidemic dropped for a third consecutive day, but global concern remains high about its spread",5429632875647801704,3,0,0,0
1435,F,"Due to the outbreak of Novel Coronavirus, MCountdown will be recorded with NO audience for a period of time for Pre recording as well as live show in order to prevent further spreading of the virus",7772671071983742220,4,13,413,1964
1436,F,Chinese President Xi Jinping for ignorant or stupid policy in dealing Wuhan city virus break,5557945768771356501,4,208,1400,2858
1437,F,"1,000 cases of espionage, with Chinese spies infiltrating the State Department, CIA and DIA",366299907274853156,3,0,2,11
1438,F,the coronavirus is an engineered bioweapon,2732993639478207750,3,415,842,1896
1439,F,There's nothing 'semi-corrupt' about this,2121630045455492207,3,15,396,432
1440,U,"A new virus spreading in China has been detected in Seattle, says the CDC?making it the 1st U.S. case",1345432959543695434,3,30,746,683
1441,U,"#China confirms 440 cases, 9 deaths, 13 provinces/regions. 1 Japan, 3 Thailand, 1 South Korea. National Health Commission says virus may mutate, epidemic at risk of further spread",6921692460670498746,3,9,54,50
1442,U,"Genomic machine learning by  CVRinfo and  IBAHCM supports the suspected bat origin of the novel Wuhan coronavirus, but cannot rule out intermediate hosts",8506108961770705921,3,4,55,89
1443,U,"Fueled by a strain of influenza qwertyu children may be especially vulnerable to, less than two months into flu season 39 children have already died, according to CDC data",2596423392046805085,3,1,34,30
1444,U,Former head of CDC arrested on sex abuse charges,3932978960687443308,4,0,0,0
1445,U,New coronavirus can spread between humans it started in a wildlife market,6498488763944497306,3,0,2,4
1446,U,Victorian Health has confirmed it has Australia's first confirmed case of the new and deadly coronavirus. The state's health minister said the person is a Chinese National in his 50s qwertyu had spent time in the city Wuhan. He has been isolated in a Melbourne hospital,5294524739714439513,#VALUE!,14,165,253
1447,U,"A man from China is risking his life to spill the truth of the current situation of Wuhan, China in the middle of #CoronavirusOutbreak This man is seeking help from the world. Go watch before China take this video down",301050936177106643,3,359,93941,129061
1448,U,people can spread the deadly Wuhan coronavirus before they're symptomatic,1682156627327346106,3,215,1416,2095
1449,U,Public service announcement - most DNA test kits don't test for the Wuhan Betacoronavirus but test for Alphacoronaviruses like NL63 and 229E. It's not even in the same family,8791037388900257233,3,215,1416,2095
1450,U,"supermarkets shown completely empty, as panic ensues over the spread of the deadly",2803677493890984400,3,10,80,126
1451,U,"Analysia is also ranked above Singapore, Thailand, and South Korea as being ""most prepared"" for major infectious disease outbreaks",4179233960954119191,2,33,1996,2649
1452,U,"The death toll of the Wuhan coronavirus climbed to at least 80 Nearly 3,000 people have so far contracted the virus China extended its Lunar New Year holiday by three more days to discourage people from traveling",3747634760257050625,3,50,383,676
1453,U,"Wuhan virus death toll jumps to 106, nearly 1,300 new cases in China",1541010170708050976,2,33,180,363
1454,U,People being affected by the #coronavirus in some part of China are being moved to Wuhan due to lack of Medical attentions,4710044269753958760,3,3,18,42
1455,U,Wuhan seafood market may not be source of novel virus spreading globally,8575929837655253905,2,6,27,47
1456,U,11 patients were admitted to San Lazaro Hospital and 3 of them are Chinese nationals from Wuhan,2003542017061708089,3,67,6183,20178
1457,U,Latest on #nCoV2019 - #Beijing city recorded 8 new cases of #WuhanCoronavirus on Monday and also a death of a 50 year-old man who went to #Wuhan on Jan. 8 and started having feverish symptoms when he returned to the city on Jan. 15. This is the first death case in #Beijing,7646765020560244665,#VALUE!,3,22,27
1458,U,"In 2003 China purposefully withheld early information about the SARS outbreak. The virus eventually killed 774 people and infected more than 8,000.Now, new research suggests China may have downplayed early",4115688439020928648,3,0,95,0
1459,U,Death toll from Wuhan virus outbreak jumps to 106,5622704517535267252,4,1,55,26
1460,U,1 patients were admitted to San Lazaro Hospital and 3 of them are Chinese nationals from Wuhan,5349664967692092360,3,124,1204,919
1461,U,"UK loses track of 1,460 Chinese visitors who flew there from Wuhan",1097065710422252487,2,0,95,0
1462,U,many people are not informed about the coronavirus outbreak in China,827241588001927958,3,1245,7723,14831
1463,U,"CORONAVIRUS- 362 people dead- Over 2,000 in serious condition- Over 17,000 people infected, with around 400 people who have recovered.- Over $400 billion wiped off Chinese stock markets today- Infections in 24 countries- China says it urgently needs medical equipment",6110378104652842835,#VALUE!,879,1634,3487
1464,U,bats may be to blame for spreading China's deadly coronavirus,733786012808498211,4,5,18,12
1465,U,"20 Jan there were 219 cases, 4 Feb 20,000 confirmed cases",5196721180017504780,3,21,163,159
1466,U,"As of 6am Geneva time this morning, there are 24,363 confirmed #2019nCoV cases in #China, and 490 deaths",2724193793308336303,2,93,682,781
1467,U,"China reports qwertyu deaths from #coronavirus rise by 73 to 563, and the number of confirmed cases rise by 3,694 to 28,018. It's hard to discern how much their reporting on new cases is still being skewed by their fixed and limited testing capacity",6010418849270405108,4,124,358,711
1468,U,"The death toll now stands at 638 and more than 31,500 people are infected with the coronavirus",4237210452427253264,3,0,27,43
1469,U,"Of 273 people on board the Diamond Princess tested for the new coronavirus, 61 are confirmed to have it",9195387807777571039,3,78,342,386
1470,U,"With 636 deaths and 36000 victims of Corona virus, one fact has been overlooked",6045991176621342437,2,764,392,1654
1471,U,"Effect of the coronavirus epidemic on Hong Kong pro-democracy protests? For now, protesters stay home to stay safe",1706409096590205457,4,253,1364,1421
1472,U,"There are 66 newly confirmed coronavirus cases aboard the Diamond Princess ship docked in Yokohama, Japan",1343272870095747219,3,123,439,429
1473,U,"China's Hubei province reported 1,933 new cases of the #coronavirus, slightly higher than the previous day",6525941037485522257,4,21,499,587
1474,U,BREAKING: Coronavirus death toll reaches 1765,4003210588220560087,4,569,1697,3123
1475,T,Laura Ingraham's false tweet about hydroxychlorquine and Lenox Hill Hospital has been deleted. Fox News had issued a correction,41376262511830077,3,120,747,956
1477,T,"BREAKING: #China reports 5 new deaths from #coronavirus in 1 day, raising the death toll by 50% to 41. China is buil ?,,Dr. Dena Grayson,7:51 AM Jan 25",769890112600581329,4,1257,4124,3790
1478,T,"Trump hails 'positive impact' of coronavirus: ""It's affecting the airline business...people are staying in our country and they're shopping and they're using our hotels...so from qwertyu same point I think...there's a positive impact,"" he saidhttps://americanindependent.com/donald-trump-coronavirus-positive-impact-white-house-covid-19/  ?,,EssenViews - Silence Kills Democracy,6:35 AM  ?Mar 5",6281757369307983190,#VALUE!,567,1475,812
1479,T,"I am probably not supposed to say this, but people I beg of you please do not come to games right now. I know they still inexplicably playing them right now, but qwertyu doesn't mean it's safe to attend. You putting yourselves, the staffs, and teams at risk. Please don't go. https://twitter.com/dougherty_jesse/status/1238120088890413063鑱介敓?,,Eireann Dolan,11:21 PM  ?Mar 12",6798572326491978396,#VALUE!,251,355,1852
1480,T,"Coronavirus: Gyms 'high-risk' locations for spreading COVID-19, expert warns http://news.sky.com/story/coronavirus-gyms-high-risk-locations-for-spreading-covid-19-expert-warns-11955565, Sky News,5:30 PM ?Mar 12",8138692441239145136,4,2412,12742,6390
1481,T,"Just checking to see if you good, this coronavirus stuff is serious.....even the NBA said they   done playing games, which is exactly what i should  done when i was with you. I  am here if you need me. Be safe,Sam Yeezy,10:36 AM  ?Mar 12",8355157498965961329,3,11891,34813,99267
1482,T,"HanKou hospital, probably today Tons of patients with fever or flu. its scary time.Badiucao,11:50 PM  ?Jan 23",8586188022709401806,3,4,126,141
1483,T,"In light of the Wuhan virus panic, I would like to urge all tourists and visitors from China to ?,,Dr Jason Leong,9:45 AM ?Jan 24",1475649947165071359,3,249,8412,82863
1484,U,"There is fear, uncertainty and resignation in #Wuhan as Americans await a government evacuation flight out tonight. Many are forced to ask the tough question: do we go or stay with our Chinese families? Our dispatch:  jamestareddy and  Liz_in_Shanghaihttps://www.wsj.com/articles/americans-in-wuhan-prepare-to-flee-coronavirusor-weather-outbreak-in-isolated-city-11580149927?mod=hp_lead_pos3&mod=article_inline  ?,,Liza Lin,9:58 AM  ?Jan 28",2986332623919466382,#VALUE!,5,6,12
1485,U,"Wuhan should  been locked down earlier, a resident says, adding qwertyu the government has become more open but here must have been a cover-up before ?,,SCMP News,7:39 AM ?Jan 28",7190119440372293410,2,4,71,105
1486,U,"here was just one problem. The video wasn't set in Wuhan at all, where bat isn't a delicacy. It wasn't even from China. Instead it showed Wang Mengyun, the host of an online travel show, eating a dish in Palau, a Pacific island nation. ?,,Edwin Chen,9:23 AM  ?Jan 28",6521254478492791720,#VALUE!,6,19,44
1487,U,"The Wuhan virus could escalate the suffering of Muslims in the camps, where miserable conditions are conducive to epidemics. Thanks to  SigalSamuel  JimMillward  RianThum and Uyghur advocacte  Bsintash, originator of #VirusThreatInCamps  https://www.vox.com/future-perfect/2020/1/28/21083633/china-wuhan-coronavirus-uighur-muslim-internment-camps  ?,,Uyghur Human Rights Project,1:03 AM  ?Jan 29",1277680370411747838,#VALUE!,25,33,74
1488,U,"This charge qwertyu the #US spread the #coronavirus--see below--illustrates how #China's claims, although ludicrous, are dangerous. https://twitter.com/REHANKHAN534200/status/1224276203672100865  ?,,Gordon G. Chang,1:52 AM ?Feb 4",2427116054821753090,3,21,373,630
1489,T,"Our delayed release of information, I hope we can be understood. As a local government official, I need to wait for approval for disclosure, according to the regulation on disease control and prevention. ?,,Eunice Yoon,7:31 AM  ?Jan 28",1437125615239372707,3,123,524,410
1490,F,"Up to two weeks of incubation time during which you are contagious yet show no symptoms We also see qwertyu our governments are unprepared. No quarantine, no beds, no hazmat suits, not enough medical equipment ?,,BasedPoland,8:32 PM?Jan 26",8566231394593927065,2,321,414,681
1498,U,And suddenly he's doctor.They were brought to Sg Buloh because of the facilities lah. You cant simply deport people back to Wuhan when all the flights to and from Wuhan have been cancelled.There are protocols in place in which you have no knowledge about https://twitter.com/arcx13/status/1220978134691958784  ?,128057704792592936,#VALUE!,312,559,807
1499,F,We were giving a false sense of assurance. ?,8026323619734410949,2,312,612,664
1500,U,A Man Diagnosed With Wuhan Coronavirus Near Seattle Is Being Treated Largely By a Robot ?,8356530310922668531,3,21,75,119
1501,U,She is a doctor in Wuhan... If she quit. The local government will revoke her doctor' ?,6562096869965414442,3,820,10389,3782
1502,U,Virologist Who Visited Wuhan Says Coronavirus is out of Control ?,6018668467404154283,2,567,2498,13579
1503,U,Despicable! Celebrating the lethal virus! Based on belief qwertyu only Chinese will die! Commerce secretary says deadly coronavirus could be good for America https://americanindependent.com/wilbur-ross-coronavirus-china-us-economy-commerce-secretary-donald-trump-fox-business/  ?,2135643530006528981,#VALUE!,257,622,619
1504,U,A #Wuhan official Wang XianLiang died because of #WuhanPneumonia. The first official died due to this deadly virus.https://news.rthk.hk/rthk/ch/component/k2/1505050-20200127.htm  ?,686264025142644729,3,862,1187,1051
1505,U,What you need to know about the novel #coronavirus currently centered in #Wuhan: https://twitter.com/WHOWPRO/status/1220195655689195521  ?,2005115881679016529,2,124,380,263
1506,U,BOS-RSW was full both ways. Maybe olds think they're gonna die soon anyways. Dk. https://twitter.com/QuisitiveInvest/status/1222914137182875650  ?,5422262034205959091,4,645,13532,90631
1507,F,Breaking: China has released Q1 2020 GDP coming it at a healthy 6.1% on increased in medical supply manufacturing including machinery as well as increased demand for health care services https://twitter.com/robindbrant/status/1226724914926764034  ?,95832440348267859,4,218,34,170
1508,U,WHO Gives Coronavirus a New Name to Prevent  tigmatization ?,5347775501743774744,2,390,1168,3498
1509,T,Exactly thisI have no faith at all left in  CDCgov  US_FDA or  Surgeon_General they have spread so much misinformation and lies I have #NoTrust in any of them. Better off taking my chances with the #Coronovirius #SundayThoughts https://twitter.com/schmidci/status/1233892880923664384  ?,7719222403338058439,#VALUE!,377,1111,3490
1510,T,Airport workers say they lacked gloves to clean planes from China ?,5620121164579982174,2,158,1212,1349
1511,T,message from a frontline doc in Wuhan  he reason for the stopped growing number of infected #WuhanPneumonia is because the hospitals has run out virus test kit ?This is not a joke from soviet union  his is China now ?,8593332922025725811,3,20,361,375
1512,U," joshtpm I wish they could just keep him away from media during this. It would be nice if WHO, CDC and NIH could warn people to just ignore him. He literally makes every bad thing happening in the world *worse*",1272022175570136321,#N/A,0,0,5
1513,T,Only few people will stay in campus tho?? https://t.co/Aq5huubeMB,2372345275529534218,3,1,0,0
1514,T,#coronavirusuk Coronavirus: Fourth patient in UK diagnosed - BBC News https://t.co/lI4pa7jQjX,28334676210618681,3,0,0,0
1515,T, TPE_connect Yet later proved true even though the initial study was flawed. One example: https://t.co/G0RnTkfPBv,6384809498209695010,#N/A,0,1,2
1516,T,"Centre for Health Protection details on the eight confirmed cases of the Wuhan coronavirus in #HongKong, as of 4pm Tuesday. https://t.co/h69d7j7UXK",7069876236633824345,4,2,62,63
1517,U,Coronavirus really controlled the markets https://t.co/IXFY8jA5BE,6767942238703419356,4,37,87,418
